afile	alang	aregister	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	shortpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
id_520519	ru	media	ref	22.9894736842105	0.006410256410256	0.003205128205128	0	0.821052631578947	0	0.031578947368421	0.010526315789474	0.021052631578947	0.021052631578947	2.88421052631579	0.694736842105263	0.554945054945055	0.964968152866242	0.001831501831502	0.063157894736842	0.559006211180124	0.086956521739131	0.149068322981366	0.745341614906832	0.010526315789474	0.463157894736842	0.063157894736842	0.157894736842105	0.042105263157895	0.010526315789474	0.042105263157895	0.021052631578947	0	0.014705882352941	0.002941176470588	0.031578947368421	0.842105263157895	0.494736842105263	0.006868131868132	0.96039603960396	4.01482986737767	1.15177947057624	0.115789473684211	0.003508771929825	0.010526315789474	0.010526315789474	0.216541353383459	0.248370927318296	0.036842105263158
id_518092	ru	media	ref	23.9473684210526	0.002197802197802	0.000732600732601	0	0.947368421052632	0	0.052631578947369	0	0	0	3.2280701754386	1.6140350877193	0.532600732600733	0.956578947368421	0.000732600732601	0.017543859649123	0.509803921568627	0.019607843137255	0.186274509803922	1.13725490196078	0	0.842105263157895	0.070175438596491	0.070175438596491	0.017543859649123	0.035087719298246	0.070175438596491	0	0	0.028571428571429	0.004761904761905	0	0.68421052631579	0.526315789473684	0.005860805860806	0.9375	4.13831721680528	1.15098036227625	0.130116959064327	0	0.232456140350877	0.023391812865497	0.228070175438596	0.131578947368421	0.026315789473684
id_520623	ru	media	ref	26.2772277227723	0.010550113036925	0.001130369253956	0	0.782178217821782	0.03960396039604	0.069306930693069	0.02970297029703	0	0.04950495049505	2.84158415841584	1.10891089108911	0.505275056518463	0.975982532751092	0.004898266767144	0.04950495049505	0.633165829145729	0.07035175879397	0.160804020100503	0.547738693467337	0.00990099009901	0.495049504950495	0.277227722772277	0.247524752475248	0.04950495049505	0.04950495049505	0.069306930693069	0	0	0.014851485148515	0.012376237623762	0.02970297029703	1.23762376237624	0.415841584158416	0.00904295403165	0.88961038961039	4.01033546682231	1.23255524807108	0.139018901890189	0.008250825082508	0.080858085808581	0.057755775577558	0.157170717071707	0.246879687968797	0.082343234323432
id_480368	ru	media	ref	15.244094488189	0.018078512396694	0.00103305785124	0.00154958677686	0.37007874015748	0.047244094488189	0.062992125984252	0.015748031496063	0.007874015748032	0.070866141732284	1.10236220472441	1.29133858267717	0.516528925619835	0.99403578528827	0.012913223140496	0.086614173228347	0.721804511278195	0.112781954887218	0.105263157894737	0.112781954887218	0	0.118110236220472	0.322834645669291	0.039370078740158	0.078740157480315	0.007874015748032	0.070866141732284	0.023622047244095	0.039370078740158	0.050209205020921	0.01255230125523	0.228346456692913	0.850393700787402	0.377952755905512	0.013429752066116	0.828451882845188	3.29322077560065	1.02122257903895	0.112860892388451	0.003937007874016	0.039370078740158	0.120734908136483	0.043307086614173	0.112860892388451	0.15748031496063
id_485450	ru	media	ref	21.5	0.01468788249694	0.006119951040392	0	0.947368421052632	0.026315789473684	0.026315789473684	0	0.026315789473684	0.052631578947369	1.94736842105263	0.763157894736842	0.536107711138311	0.975501113585746	0.002447980416157	0.210526315789474	0.573170731707317	0.170731707317073	0.109756097560976	0.414634146341463	0	0.157894736842105	0.210526315789474	0.184210526315789	0	0.078947368421053	0	0.078947368421053	0	0.032786885245902	0	0.210526315789474	1.23684210526316	0.263157894736842	0.017135862913097	0.861538461538462	3.64805294411552	1.32567657540788	0.100877192982456	0	0	0.039473684210526	0.078947368421053	0.236842105263158	0.175438596491228
id_461631	ru	media	ref	22.5090909090909	0.008077544426494	0.001615508885299	0	0.745454545454545	0.090909090909091	0.127272727272727	0	0.054545454545455	0.054545454545455	2.12727272727273	0.527272727272727	0.547657512116317	0.986899563318777	0.01373182552504	0.163636363636364	0.648854961832061	0.099236641221374	0.114503816793893	0.297709923664122	0	0.345454545454545	0.490909090909091	0.109090909090909	0.054545454545455	0.090909090909091	0.036363636363636	0.127272727272727	0.090909090909091	0.045226130653266	0.025125628140704	0.345454545454545	1.4	0.254545454545454	0.008077544426494	0.801980198019802	3.84092598093031	1.14804383943192	0.16969696969697	0	0.009090909090909	0.060606060606061	0.160606060606061	0.212121212121212	0.133333333333333
id_519454	ru	media	ref	19.24	0.021483021483022	0.004158004158004	0	0.6	0.053333333333333	0.093333333333333	0.026666666666667	0.053333333333333	0.093333333333333	1.89333333333333	1.48	0.517671517671518	0.985488126649076	0.004158004158004	0.026666666666667	0.771428571428571	0.092857142857143	0.135714285714286	0.3	0	0.226666666666667	0.293333333333333	0.066666666666667	0.066666666666667	0.026666666666667	0.013333333333333	0.04	0.013333333333333	0.026086956521739	0.004347826086957	0.146666666666667	0.88	0.466666666666667	0.011088011088011	0.726618705035971	3.46401431852421	1.09946507862683	0.128888888888889	0.011111111111111	0.086666666666667	0.064444444444445	0.048888888888889	0.137777777777778	0.082222222222222
id_513383	ru	media	ref	21.9795918367347	0.00464252553389	0.00464252553389	0	0.489795918367347	0.020408163265306	0.122448979591837	0.040816326530612	0.102040816326531	0.040816326530612	3	0.408163265306122	0.615598885793872	0.966472303206997	0.011142061281337	0.142857142857143	0.663716814159292	0.088495575221239	0.132743362831858	0.415929203539823	0	0.244897959183673	0.387755102040816	0.163265306122449	0.040816326530612	0.061224489795918	0.081632653061225	0.040816326530612	0.061224489795918	0.018433179723502	0.013824884792627	0.142857142857143	1.06122448979592	0.387755102040816	0.012999071494893	0.897959183673469	3.77242795548898	1.23343917513909	0.074829931972789	0.006802721088435	0.020408163265306	0.112244897959184	0.105442176870748	0.214285714285714	0.098639455782313
id_512028	ru	media	ref	13.9125683060109	0.018460329929301	0.00471327572663	0.003534956794973	0.510928961748634	0.019125683060109	0.087431693989071	0.021857923497268	0.008196721311475	0.114754098360656	0.90983606557377	1.1775956284153	0.489591516103692	0.988109393579073	0.004124116260801	0.060109289617486	0.731748726655348	0.123938879456706	0.101867572156197	0.147707979626486	0	0.139344262295082	0.153005464480874	0.019125683060109	0.032786885245902	0.043715846994536	0.027322404371585	0.043715846994536	0.057377049180328	0.020440251572327	0.007861635220126	0.193989071038251	0.685792349726776	0.513661202185792	0.01413982717989	0.758095238095238	3.14118164644647	0.943252714382431	0.074908925318761	0.015938069216758	0.032559198542805	0.046903460837887	0.043488160291439	0.198542805100182	0.076730418943534
id_508371	ru	media	ref	24.7929292929293	0.013852108372377	0.004481564473416	0.000203707476064	0.944444444444444	0.085858585858586	0.272727272727273	0.045454545454546	0.106060606060606	0.151515151515152	2.13636363636364	0.777777777777778	0.540639641474842	0.976453274466519	0.010592788755347	0.292929292929293	0.604569420035149	0.172231985940246	0.124780316344464	0.137082601054482	0	0.242424242424242	0.621212121212121	0.196969696969697	0.035353535353535	0.126262626262626	0.080808080808081	0.070707070707071	0.111111111111111	0.043280182232346	0.009111617312073	0.191919191919192	2.08585858585859	0.146464646464646	0.012629863515991	0.791208791208791	4.03327600502034	1.25753463354919	0.158080808080808	0.027356902356902	0.021043771043771	0.054292929292929	0.072643097643098	0.254449254449254	0.15455747955748
